File_Path,Speaker,Transcription,Session
06M_962v2,06M,the fish seems light,962v2
06M_963,06M,the fish seems soft,963
06M_963v2,06M,the fish seems soft,963v2
06M_964,06M,the fish shines beautiful,964
06M_964v2,06M,the fish shines beautiful,964v2
06M_965,06M,the fish shines bright,965
06M_965v2,06M,the fish shines bright,965v2
06M_966,06M,the fish shines smooth,966
06M_966v2,06M,the fish shines smooth,966v2
06M_967,06M,the fish sounds dull,967
06M_967v2,06M,the fish sounds dull,967v2
06M_968,06M,the fish sounds rough,968
06M_968v2,06M,the fish sounds rough,968v2
06M_969,06M,the flash feels fast,969
06M_969v2,06M,the flash feels fast,969v2
06M_970,06M,the flash looks beautiful,970
06M_970v2,06M,the flash looks beautiful,970v2
06M_971,06M,the flash seems heavy,971
06M_972,06M,the flash seems hot,972
06M_972v2,06M,the flash seems hot,972v2
06M_973,06M,the flash seems messy,973
06M_973v2,06M,the flash seems messy,973v2
06M_974,06M,the flash shines noisy,974
06M_974v2,06M,the flash shines noisy,974v2
06M_975,06M,the flash sounds cold,975
06M_975v2,06M,the flash sounds cold,975v2
06M_976,06M,the flash sounds fast,976
06M_976v2,06M,the flash sounds fast,976v2
06M_977,06M,the flash sounds light,977
06M_977v2,06M,the flash sounds light,977v2
06M_978,06M,the flash sounds smooth,978
06M_978v2,06M,the flash sounds smooth,978v2
06M_979,06M,the glide appears quiet,979
06M_979v2,06M,the glide appears quiet,979v2
06M_979v3,06M,the glide appears quiet,979v3
06M_980,06M,the glide feels heavy,980
06M_980v2,06M,the glide feels heavy,980v2
06M_980v3,06M,the glide feels heavy,980v3
06M_981,06M,the glide feels light,981
06M_982,06M,the glide looks fast,982
06M_982v2,06M,the glide looks fast,982v2
06M_982v3,06M,the glide looks fast,982v3
06M_983,06M,the glide looks light,983
06M_983v2,06M,the glide looks light,983v2
06M_983v3,06M,the glide looks light,983v3
06M_984,06M,the glide seems cold,984
06M_984v2,06M,the glide seems cold,984v2
06M_984v3,06M,the glide seems cold,984v3
06M_985,06M,the glide shines colorful,985
06M_985v2,06M,the glide shines colorful,985v2
06M_986,06M,the glide shines cool,986
06M_986v2,06M,the glide shines cool,986v2
06M_987,06M,the glide sound smooth,987
06M_987v2,06M,the glide sound smooth,987v2
06M_988,06M,the glide sounds beautiful,988
06M_988v2,06M,the glide sounds beautiful,988v2
06M_989,06M,the safe appears quiet,989
06M_989v2,06M,the safe appears quiet,989v2
06M_990,06M,the safe appears slow,990
06M_990v2,06M,the safe appears slow,990v2
06M_990v3,06M,the safe appears slow,990v3
06M_990v4,06M,the safe appears slow,990v4
06M_991,06M,the safe looks fast,991
06M_991v2,06M,the safe looks fast,991v2
06M_991v3,06M,the safe looks fast,991v3
06M_991v4,06M,the safe looks fast,991v4
06M_992,06M,the moon looks rough,992
06M_993,06M,the safe looks light,993
06M_993v2,06M,the safe looks light,993v2
06M_994,06M,the safe looks slow,994
06M_994v2,06M,the safe looks slow,994v2
06M_995,06M,the safe looks strong,995
06M_995v2,06M,the safe looks strong,995v2
06M_996,06M,the safe seems gentle,996
06M_996v2,06M,the safe seems gentle,996v2
06M_997,06M,the safe shines heavy,997
06M_997v2,06M,the safe shines heavy,997v2
06M_998,06M,the safe shines light,998
06M_998v2,06M,the safe shines light,998v2
06M_999,06M,the safe shines warm,999
06M_999v2,06M,the safe shines warm,999v2
06M_1000,06M,the vase appears fast,1000
06M_1000v2,06M,the vase appears fast,1000v2
06M_1000v3,06M,the vase appears fast,1000v3
06M_1001,06M,the vase appears heavy,1001
06M_1001v2,06M,the vase appears heavy,1001v2
06M_1002,06M,the vase appears quiet,1002
06M_1002v2,06M,the vase appears quiet,1002v2
06M_1003,06M,the vase feels bright,1003
06M_1003v2,06M,the vase feels bright,1003v2
06M_1003v3,06M,the vase feels bright,1003v3
06M_1004,06M,the vase feels messy,1004
06M_1004v2,06M,the vase feels messy,1004v2
06M_1005,06M,the vase feels noisy,1005
06M_1005v2,06M,the vase feels noisy,1005v2
06M_1006,06M,the vase feels rough,1006
06M_1006v2,06M,the vase feels rough,1006v2
06M_1007,06M,the vase feels soft,1007
06M_1007v2,06M,the vase feels soft,1007v2
06M_1008,06M,the vase looks clean,1008
06M_1008v2,06M,the vase looks clean,1008v2
06M_1009,06M,the vase looks gentle,1009
06M_1009v2,06M,the vase looks gentle,1009v2
06M_1010,06M,the vase looks strong,1010
06M_1010v2,06M,the vase looks strong,1010v2
06M_1011,06M,the vase seems clean,1011
06M_1011v2,06M,the vase seems clean,1011v2
06M_1012,06M,the vase seems heavy,1012
06M_1012v2,06M,the vase seems heavy,1012v2
06M_1013,06M,the vase sounds beautiful,1013
06M_1013v2,06M,the vase sounds beautiful,1013v2
06M_1014,06M,the vase sounds warm,1014
06M_1014v2,06M,the vase sounds warm,1014v2
06M_1015,06M,the black feels dull,1015
06M_1015v2,06M,the black feels dull,1015v2
06M_1016,06M,the clap seems soft,1016
06M_1017,06M,the clap feels strong,1017
06M_1018,06M,the black sounds strong,1018
06M_1019,06M,the blue shines heavy,1019
06M_1020,06M,the glide sounds fast,1020
06M_1021,06M,the black shines colorful,1021
06M_1022,06M,the black feels light,1022
06M_1023,06M,the clap looks heavy,1023
06M_1024,06M,the black appears slow,1024
06M_1025,06M,the clap shines quiet,1025
06M_1026,06M,the black appears messy,1026
06M_1027,06M,the clap sounds strong,1027
06M_1028,06M,the blue appears fast,1028
06M_1029,06M,the glide looks hot,1029
06M_1030,06M,the black sounds warm,1030
06M_1030v2,06M,the black sounds warm,1030v2
06M_1030v3,06M,the black sounds warm,1030v3
06M_1031,06M,the clap shines clean,1031
06M_1032,06M,the glide appears strong,1032
06M_1032v2,06M,the glide appears strong,1032v2
06M_1033,06M,the blue appears beautiful,1033
06M_1034,06M,the clap shines bright,1034
06M_1035,06M,the blue shines fast,1035
06M_1036,06M,the clap seems warm,1036
06M_1037,06M,the blue looks beautiful,1037
06M_1038,06M,the glide appears cool,1038
06M_1039,06M,the glide feels dull,1039
06M_1040,06M,the glide seems soft,1040
06M_1041,06M,the clap appears warm,1041
06M_1042,06M,the blue looks dull,1042
06M_1043,06M,the blue shines cold,1043
06M_1044,06M,the glide feels colorful,1044
06M_1045,06M,the black feels rough,1045
06M_1046,06M,the blue shines cool,1046
06M_1047,06M,the black seems slow,1047
06M_1048,06M,the glide feels noisy,1048
06M_1048v2,06M,the glide feels noisy,1048v2
06M_1049,06M,the black seems rough,1049
06M_1050,06M,the clap shines soft,1050
06M_1051,06M,the blue looks shiny,1051
06M_1052,06M,the black looks slow,1052
06M_1053,06M,the blue looks heavy,1053
06M_1054,06M,the clap feels fast,1054
06M_1055,06M,the black sounds fast,1055
06M_1056,06M,the blue looks colorful,1056
06M_1057,06M,the clap looks noisy,1057
06M_1058,06M,the clap sounds gentle,1058
06M_1058v2,06M,the clap sounds gentle,1058v2
06M_1059,06M,the black shines dull,1059
06M_1060,06M,the blue shines smooth,1060
06M_1061,06M,the clap looks shiny,1061
06M_1062,06M,the clap looks messy,1062
06M_1063,06M,the clap appears messy,1063
06M_1064,06M,the glide seems colorful,1064
06M_1065,06M,the clap appears clean,1065
06M_1066,06M,the clap appears soft,1066
06M_1067,06M,the glide seems shiny,1067
06M_1067v2,06M,the glide seems shiny,1067v2
06M_1068,06M,the black looks hot,1068
06M_1069,06M,the black seems gentle,1069
06M_1070,06M,the clap seems gentle,1070
06M_1071,06M,the blue sounds heavy,1071
06M_1072,06M,the blue shines colorful,1072
06M_1072v2,06M,the blue shines colorful,1072v2
06M_1073,06M,the glide shines light,1073
06M_1074,06M,the glide looks cold,1074
06M_1074v2,06M,the glide looks cold,1074v2
06M_1075,06M,the glide looks smooth,1075
06M_1076,06M,the blue seems gentle,1076
06M_1077,06M,the blue looks messy,1077
06M_1078,06M,the glide sounds bright,1078
06M_1078v2,06M,the glide sounds bright,1078v2
06M_1079,06M,the black looks dull,1079
06M_1080,06M,the black feels strong,1080
06M_1081,06M,the blue shines hot,1081
06M_1082,06M,the clap feels beautiful,1082
06M_1083,06M,the glide seems fast,1083
06M_1084,06M,the glide appears gentle,1084
06M_1084v2,06M,the glide appears gentle,1084v2
06M_1085,06M,the blue appears clean,1085
06M_1086,06M,the blue shine dull,1086
06M_1087,06M,the clap feels hot,1087
06M_1088,06M,the black shines rough,1088
06M_1089,06M,the glide seems smooth,1089
06M_1090,06M,the clap appears cold,1090
06M_1091,06M,the clap shines slow,1091
06M_1092,06M,the nine shines noisy,1092
06M_1093,06M,the name feels hot,1093
06M_1094,06M,the black feels soft,1094
06M_1095,06M,the black seems soft,1095
06M_1096,06M,the black feels messy,1096
06M_1097,06M,the glide looks bright,1097
06M_1098,06M,the black feels colorful,1098
06M_1099,06M,the sounds hot,1099
06M_1100,06M,the glide feels hot,1100
06M_1100v2,06M,the glide feels hot,1100v2
06M_1101,06M,the man seems heavy,1101
06M_1102,06M,the clap looks beautiful,1102
06M_1103,06M,the blue seems bright,1103
06M_1104,06M,the night feels clean,1104
06M_1105,06M,the name looks bright,1105
06M_1106,06M,the man looks smooth,1106
06M_1107,06M,the name seems light,1107
06M_1108,06M,the moon feels peaceful,1108
06M_1108v2,06M,the moon feels peaceful,1108v2
06M_1109,06M,the moon seems hot,1109
06M_1110,06M,the nine seem smooth,1110
06M_1111,06M,the night feels strong,1111
06M_1112,06M,the man looks colorful,1112
06M_1113,06M,the man shines strong,1113
06M_1114,06M,the name appears gentle,1114
06M_1115,06M,the man feels hot,1115
06M_1115v2,06M,the man feels hot,1115v2
06M_1116,06M,the name appears peaceful,1116
06M_1117,06M,the moon sounds messy,1117
06M_1118,06M,the name sounds messy,1118
06M_1119,06M,the nine seems shiny,1119
06M_1120,06M,the man appears strong,1120
06M_1121,06M,the moon looks shiny,1121
06M_1122,06M,the moon feels shiny,1122
06M_1123,06M,the moon sounds noisy,1123
06M_1124,06M,the moon appears soft,1124
06M_1125,06M,the moon looks fast,1125
06M_1126,06M,the name feels light,1126
06M_1127,06M,the name looks quiet,1127
06M_1128,06M,the name shines rough,1128
06M_1129,06M,the nine looks dull,1129
06M_1130,06M,the nine appear messy,1130
06M_1130v2,06M,the nine appear messy,1130v2
06M_1131,06M,the nine appears gentle,1131
06M_1132,06M,the moon looks gentle,1132
06M_1133,06M,the man sounds cool,1133
06M_1134,06M,the man feels bright,1134
06M_1135,06M,the man seems beautiful,1135
06M_1136,06M,the name feels warm,1136
06M_1137,06M,the name looks colorful,1137
06M_1138,06M,the nine looks slow,1138
06M_1139,06M,the nine sounds beautiful,1139
06M_1140,06M,the name sounds slow,1140
06M_1141,06M,the nine looks warm,1141
06M_1142,06M,the name shines dull,1142
06M_1143,06M,the nine seems messy,1143
06M_1144,06M,the forest path stretches endlessly,1144
06M_1145,06M,the waterfall sprays lightly,1145
06M_1146,06M,the waterfall sparkles daringly,1146
06M_1147,06M,the waterfall mists faintly,1147
06M_1148,06M,the valley unfolds gently,1148
06M_1149,06M,the valley stretches expansively,1149
06M_1150,06M,the valley form crest calmly,1150
06M_1151,06M,the valley deepens evenly,1151
06M_1152,06M,the valley brightens quietly,1152
06M_1153,06M,the treeline fades subtly,1153
06M_1154,06M,the treeline vanishes smoothly,1154
06M_1155,06M,the tree tops sway strongly,1155
06M_1156,06M,the tree roots firmly,1156
06M_1157,06M,the tree crowns elegantly,1157
06M_1158,06M,the tide pool sparkles brightly,1158
06M_1159,06M,the tide ebbs silently,1159
06M_1160,06M,the tide ebbs rhythmically,1160
06M_1161,06M,the tide curls repeatedly,1161
06M_1162,06M,the sunlight streaks warmly,1162
06M_1163,06M,the sunlight filters artistically,1163
06M_1164,06M,the sunlight dapples artistically,1164
06M_1165,06M,the summit stands proudly,1165
06M_1166,06M,the stream twists effortlessly,1166
06M_1167,06M,the stream bubbles playfully,1167
06M_1168,06M,the steam narrows peacefully,1168
06M_1168v2,06M,the steam narrows peacefully,1168v2
06M_1169,06M,the starlight twinkles quietly,1169
06M_1170,06M,the snowfields spread expansively,1170
06M_1171,06M,the snowfields shine dazzlingly,1171
06M_1172,06M,the snowdrift gleams crisply,1172
06M_1173,06M,the snowdrift sparkles brightly,1173
06M_1174,06M,the snow bag rises coldly,1174
06M_1175,06M,the shoreline shimmers lightly,1175
06M_1176,06M,the shoreline ripples patiently,1176
06M_1177,06M,the savannah teems vibrantly,1177
06M_1178,06M,the riverbed gleams dimly,1178
06M_1179,06M,the river splashes rhythmically,1179
06M_1180,06M,the river current flows rapidly,1180
06M_1181,06M,the river carves cleanly,1181
06M_1182,06M,the river bank rises sharply,1182
06M_1183,06M,the raven winds adventurously,1183
06M_1184,06M,the raindrops splatter loudly,1184
06M_1185,06M,the rain gathers slowly,1185
06M_1186,06M,the rain clouds spread darkly,1186
06M_1187,06M,the peak glows brilliantly,1187
06M_1188,06M,the mountain ridge glows dramatically,1188
06M_1189,06M,the mountain mist rises mystically,1189
06M_1190,06M,the mountain extends broadly,1190
06M_1191,06M,the moonrise illuminates clearly,1191
06M_1192,06M,the moonbeam shines gently,1192
06M_1193,06M,the mist lifts gently,1193
06M_1194,06M,the meadow whispers gently,1194
06M_1195,06M,the meadow sways freely,1195
06M_1196,06M,the meadow hums with energy,1196
06M_1197,06M,the meadow buzzes faintly,1197
06M_1198,06M,the lake glows serenely,1198
06M_1199,06M,the lagoon reflects brightly,1199
06M_1200,06M,the hilltop basks warmly,1200
06M_1201,06M,the hill slope softens naturally,1201
06M_1202,06M,the hill rises gently,1202
06M_1203,06M,the healsock softens pleasantly,1203
06M_1204,06M,the grove vibrates richly,1204
06M_1205,06M,the grove deepens gracefully,1205
06M_1206,06M,the grasslands rustle briskly,1206
06M_1207,06M,the grassland moves fluently,1207
06M_1208,06M,the grassland flourishes richly,1208
06M_1209,06M,the glacier gleams coldly,1209
06M_1210,06M,the glacier creeps steadily,1210
06M_1211,06M,the frost glistens crisply,1211
06M_1212,06M,the frog drapes softly,1212
06M_1213,06M,the forest floor softens gradually,1213
06M_1214,06M,the forest canopy dims faintly,1214
06M_1215,06M,the fog settles thickly,1215
06M_1216,06M,the first whispers calmly,1216
06M_1217,06M,the dune ridge undulates naturally,1217
06M_1218,06M,the dune crest stretches boldly,1218
06M_1219,06M,the dune crest shifts unpredictably,1219
06M_1220,06M,the desert hums endlessly,1220
06M_1221,06M,the creekbed harmoniously,1221
06M_1222,06M,the clouds disperse smoothly,1222
06M_1223,06M,the cloudbank lingers hesitantly,1223
06M_1224,06M,the cloud layer thickens evenly,1224
06M_1225,06M,the cliffside holds securely,1225
06M_1226,06M,the cliffs loom unshakably,1226
06M_1227,06M,the cliff edge sharply,1227
06M_1228,06M,the cliff edge cuts cleanly,1228
06M_1229,06M,the canyon walls loom dramatically,1229
06M_1230,06M,the canyon walls gleam proudly,1230
06M_1231,06M,the canyon depends naturally,1231
06M_1232,06M,the canon echoes hauntingly,1232
06M_1233,06M,the brook winds intricately,1233
06M_1234,06M,the brook whispers perpetually,1234
06M_1235,06M,the brook murmurs tenderly,1235
06M_1236,06M,the brook leaps cheerfully,1236
06M_1237,06M,the bay narrows surprisingly,1237
06M_1238,06M,the bay curls fluidly,1238
06M_1239,06M,the autumn leaves scatter vividly,1239
06M_1240,06M,the waterfall plunges dramatically,1240
06M_1241,06M,the ridgeline sharpens dramatically,1241
06M_1242,06M,the wind curls dynamically,1242
06M_1242v2,06M,the wind curls dynamically,1242v2
06M_1243,06M,the wave crest sharply,1243
06M_1244,06M,the valley stretches boldly,1244
06M_1244v2,06M,the valley stretches boldly,1244v2
06M_1245,06M,the valley floor sparkles brightly,1245
06M_1246,06M,the twilight sky glows serenely,1246
06M_1247,06M,the twilight fades tenderly,1247
06M_1247v2,06M,the twilight fades tenderly,1247v2
06M_1248,06M,the tundra spread silently,1248
06M_1249,06M,the tide rises steadily,1249
06M_1250,06M,the tide recedes calmly,1250
06M_1251,06M,the sunlight pours gently,1251
06M_1251v2,06M,the sunlight pours gently,1251v2
06M_1252,06M,the sunlight filters warmly,1252
06M_1252v2,06M,the sunlight filters warmly,1252v2
06M_1253,06M,the sunlight dapples evenly,1253
06M_1253v2,06M,the sunlight dapples evenly,1253v2
06M_1253v3,06M,the sunlight dapples evenly,1253v3
06M_1254,06M,the stream narrows quietly,1254
06M_1254v2,06M,the stream narrows quietly,1254v2
06M_1255,06M,the stream bubbles happily,1255
06M_1255v2,06M,the stream bubbles happily,1255v2
06M_1256,06M,the storm clouds Strom ominously,1256
06M_1256v2,06M,the storm clouds Strom ominously,1256v2
06M_1257,06M,the starry sky spreads infinitely,1257
06M_1258,06M,the shoreline stretches jaggedly,1258
06M_1258v2,06M,the shoreline stretches jaggedly,1258v2
06M_1259,06M,the savanna stretches endlessly,1259
06M_1260,06M,the sandbank shifts constantly,1260
06M_1261,06M,the riverbank teems vividly,1261
06M_1261v2,06M,the riverbank teems vividly,1261v2
06M_1262,06M,the river edge glows warmly,1262
06M_1263,06M,the Ridgeline tapers sharply,1263
06M_1263v2,06M,the Ridgeline tapers sharply,1263v2
06M_1264,06M,the ravine echoes faintly,1264
06M_1264v2,06M,the ravine echoes faintly,1264v2
06M_1265,06M,the ravine deepens impressively,1265
06M_1266,06M,the rainforest teems actively,1266
06M_1267,06M,the raincloud thickens evenly,1267
06M_1268,06M,the rain tickles endlessly,1268
06M_1269,06M,the overhang shades dimly,1269
06M_1270,06M,the overhang looms precariously,1270
06M_1270v2,06M,the overhang looms precariously,1270v2
06M_1271,06M,the mountain ridge reflects clearly,1271
06M_1271v2,06M,the mountain ridge reflects clearly,1271v2
06M_1272,06M,the mountain air chill breezy,1272
06M_1273,06M,the morning mist settles lightly,1273
06M_1274,06M,the moonlit shores glow faintly,1274
06M_1275,06M,the moonlit path winds mysteriously,1275
06M_1275v2,06M,the moonlit path winds mysteriously,1275v2
06M_1276,06M,the moonbeam touches softly,1276
06M_1276v2,06M,the moonbeam touches softly,1276v2
06M_1277,06M,the misty peaks vanishes quietly,1277
06M_1278,06M,the mist rolls thickly,1278
06M_1279,06M,the meadows edge gers faintly,1279
06M_1279v2,06M,the meadows edge gers faintly,1279v2
06M_1280,06M,the meadow burst brightly,1280
06M_1280v2,06M,the meadow burst brightly,1280v2
06M_1281,06M,the marshland glows subtly,1281
06M_1281v2,06M,the marshland glows subtly,1281v2
06M_1282,06M,the horizon blends smoothly,1282
06M_1282v2,06M,the horizon blends smoothly,1282v2
06M_1283,06M,the hilltop reveals vividly,1283
06M_1284,06M,the hillside dips steeply,1284
06M_1285,06M,the hillside blooms energetically,1285
06M_1286,06M,the Highland breath freshly,1286
06M_1287,06M,the grove thrives healthily,1287
06M_1288,06M,the grove shimmers gently,1288
06M_1289,06M,the grove expands naturally,1289
06M_1289v2,06M,the grove expands naturally,1289v2
06M_1290,06M,the glade opens serenely,1290
06M_1291,06M,the glacier cracks loudly,1291
06M_1292,06M,the garden thrives vibrantly,1292
06M_1293,06M,the forest understory thrives quietly,1293
06M_1294,06M,the forest edge darkens steadily,1294
06M_1295,06M,the foothills fade gradually,1295
06M_1295v2,06M,the foothills fade gradually,1295v2
06M_1296,06M,the foothill shadows lengthen softly,1296
06M_1297,06M,the floodplain stretches boundlessly,1297
06M_1297v2,06M,the floodplain stretches boundlessly,1297v2
06M_1298,06M,the evergreen stands robustly,1298
06M_1299,06M,the dune shifts gracefully,1299
06M_1300,06M,the dune dips smoothly,1300
06M_1301,06M,the dune crest shines starkly,1301
06M_1301v2,06M,the dune crest shines starkly,1301v2
06M_1302,06M,the creek cascades melodiously,1302
06M_1302v2,06M,the creek cascades melodiously,1302v2
06M_1303,06M,the cove shelters cosily,1303
06M_1304,06M,the cliffside juts dramatically,1304
06M_1304v2,06M,the cliffside juts dramatically,1304v2
06M_1305,06M,the cliffside holds sturdily,1305
06M_1305v2,06M,the cliffside holds sturdily,1305v2
06M_1306,06M,the canyon trail weaves playfully,1306
06M_1306v2,06M,the canyon trail weaves playfully,1306v2
06M_1307,06M,the canyon floor reverberates softly,1307
06M_1308,06M,the brook bends slightly,1308
06M_1309,06M,the breeze lifts gently,1309
06M_1310,06M,the boulder nestles snugly,1310
06M_1311,06M,the bay curves gracefully,1311
06M_1312,06M,the aurora dances vividly,1312
06M_1313,06M,the alpine invigorates sharply,1313
06M_1313v2,06M,the alpine invigorates sharply,1313v2
06M_1314,06M,the wind flows freely,1314
06M_1315,06M,the wind blows swiftly,1315
06M_1316,06M,the water splashes faintly,1316
06M_1317,06M,the water gleams faintly,1317
06M_1318,06M,the water drips softly,1318
06M_1319,06M,the water bubbles lightly,1319
06M_1319v2,06M,the water bubbles lightly,1319v2
06M_1320,06M,the tree roots deeply,1320
06M_1321,06M,the tree grows firmly,1321
06M_1322,06M,the tree branches widely,1322
06M_1323,06M,the tree bends smoothly,1323
06M_1323v2,06M,the tree bends smoothly,1323v2
06M_1324,06M,the trail narrows sharply,1324
06M_1325,06M,the trail deepens naturally,1325
06M_1325v2,06M,the trail deepens naturally,1325v2
06M_1326,06M,the trail curves faintly,1326
06M_1326v2,06M,the trail curves faintly,1326v2
06M_1327,06M,the sun illuminates sharply,1327
06M_1328,06M,the sun burns brightly,1328
06M_1329,06M,the sun arcs brightly,1329
06M_1329v2,06M,the sun arcs brightly,1329v2
06M_1330,06M,the stone rests heavily,1330
06M_1330v2,06M,the stone rests heavily,1330v2
06M_1331,06M,the stars shine vividly,1331
06M_1331v2,06M,the stars shine vividly,1331v2
06M_1332,06M,the stars flicker briefly,1332
06M_1333,06M,the stars brighten faintly,1333
06M_1333v2,06M,the stars brighten faintly,1333v2
06M_1334,06M,the snow piles thickly,1334
06M_1335,06M,the snow glitters softly,1335
06M_1336,06M,the snow glimmers lightly,1336
06M_1337,06M,the snow falls faintly,1337
06M_1337v2,06M,the snow falls faintly,1337v2
06M_1338,06M,the sky glows softly,1338
06M_1339,06M,the sky glows intensely,1339
06M_1340,06M,the skies fade dimly,1340
06M_1341,06M,the sea reflects softly,1341
06M_1342,06M,the sea ebbs faintly,1342
06M_1342v2,06M,the sea ebbs faintly,1342v2
06M_1343,06M,the sand shifts sharply,1343
06M_1344,06M,the sand flows slowly,1344
06M_1345,06M,the sand drifts gracefully,1345
06M_1345v2,06M,the sand drifts gracefully,1345v2
06M_1346,06M,the river wind naturally,1346
06M_1346v2,06M,the river wind naturally,1346v2
06M_1347,06M,the river cuts sharply,1347
06M_1348,06M,the path rises slowly,1348
06M_1349,06M,the path opens smoothly,1349
06M_1350,06M,the mountain echoes boldly,1350
06M_1351,06M,the mountain peaks brightly,1351
06M_1352,06M,the mountain looms quietly,1352
06M_1353,06M,the leaves twist gently,1353
06M_1354,06M,the leaves turn brightly,1354
06M_1355,06M,The leaves crunch faintly,1355
06M_1356,06M,the leaves scatter brightly,1356
06M_1356v2,06M,the leaves scatter brightly,1356v2
06M_1357,06M,the hill stretches broadly,1357
06M_1358,06M,The ground feels solid,1358
06M_1358v2,06M,The ground feels solid,1358v2
06M_1359,06M,the ground feels rugged,1359
06M_1360,06M,the ground absorbs slowly,1360
06M_1361,06M,the forest thickens naturally,1361
06M_1361v2,06M,the forest thickens naturally,1361v2
06M_1362,06M,the forest spreads deeply,1362
06M_1363,06M,the forest moves quietly,1363
06M_1364,06M,the forest expands softly,1364
06M_1365,06M,the flame flickers intensely,1365
06M_1366,06M,the flame dims faintly,1366
06M_1366v2,06M,the flame dims faintly,1366v2
06M_1367,06M,the flame dims brightly,1367
06M_1368,06M,the flame crackles sharply,1368
06M_1369,06M,the flame burst brightly,1369
06M_1369v2,06M,the flame burst brightly,1369v2
06M_1370,06M,the flame burns strongly,1370
06M_1371,06M,the first vibrates softly,1371
06M_1371v2,06M,the first vibrates softly,1371v2
06M_1372,06M,the cloud thins brightly,1372
06M_1373,06M,the cloud hovers calmly,1373
06M_1373v2,06M,the cloud hovers calmly,1373v2
06M_1374,06M,the cloud drift widely,1374
06M_1374v2,06M,the cloud drift widely,1374v2
06M_1375,06M,the breeze stirs quietly,1375
06M_1375v2,06M,the breeze stirs quietly,1375v2
06M_1376,06M,the breeze slows gradually,1376
06M_1376v2,06M,the breeze slows gradually,1376v2
06M_1377,06M,the breeze hums evenly,1377
06M_1377v2,06M,the breeze hums evenly,1377v2
06M_1378,06M,the breeze bends lightly,1378
06M_1379,06M,the air clears gently,1379
06M_1380,06M,the trail narrows smoothly,1380
06M_1380v2,06M,the trail narrows smoothly,1380v2
06M_1381,06M,the snow settles gently,1381
06M_1382,06M,the water churns briskly,1382
06M_1382v2,06M,the water churns briskly,1382v2
06M_1383,06M,the star glows deeply,1383
06M_1384,06M,the rivers twist faintly,1384
06M_1385,06M,the mountain casts shadows,1385
06M_1386,06M,the cloud brightens lightly,1386
06M_1387,06M,the air flows gently,1387
06M_1388,06M,the tree rises gently,1388
